      9300         3 num nodes, dimension
         1    0.7778174593E+01    0.4242640687E+01   -0.5000000000E+01
         2    0.7601397898E+01    0.4065863992E+01   -0.5000000000E+01
         3    0.7424621202E+01    0.3889087297E+01   -0.5000000000E+01
         4    0.7247844507E+01    0.3712310601E+01   -0.5000000000E+01
         5    0.7071067812E+01    0.3535533906E+01   -0.5000000000E+01
         6    0.7057492323E+01    0.4602285523E+01   -0.5000000000E+01
         7    0.6895286744E+01    0.4411279056E+01   -0.5000000000E+01
         8    0.6733081166E+01    0.4220272589E+01   -0.5000000000E+01
         9    0.6570875588E+01    0.4029266122E+01   -0.5000000000E+01
        10    0.6408670010E+01    0.3838259655E+01   -0.5000000000E+01
        11    0.6314450926E+01    0.4912959370E+01   -0.5000000000E+01
        12    0.6167884333E+01    0.4709322360E+01   -0.5000000000E+01
        13    0.6021317740E+01    0.4505685350E+01   -0.5000000000E+01
        14    0.5874751147E+01    0.4302048340E+01   -0.5000000000E+01
        15    0.5728184553E+01    0.4098411330E+01   -0.5000000000E+01
        16    0.5554775902E+01    0.5178787573E+01   -0.5000000000E+01
        17    0.5424800653E+01    0.4964093824E+01   -0.5000000000E+01
        18    0.5294825404E+01    0.4749400075E+01   -0.5000000000E+01
        19    0.5164850155E+01    0.4534706326E+01   -0.5000000000E+01
        20    0.5034874907E+01    0.4320012577E+01   -0.5000000000E+01
        21    0.4781059238E+01    0.5403620620E+01   -0.5000000000E+01
        22    0.4668506853E+01    0.5179406838E+01   -0.5000000000E+01
        23    0.4555954468E+01    0.4955193057E+01   -0.5000000000E+01
        24    0.4443402084E+01    0.4730979276E+01   -0.5000000000E+01
        25    0.4330849699E+01    0.4506765494E+01   -0.5000000000E+01
        26    0.3997909910E+01    0.5589690768E+01   -0.5000000000E+01
        27    0.3903205721E+01    0.5357534708E+01   -0.5000000000E+01
        28    0.3808501532E+01    0.5125378648E+01   -0.5000000000E+01
        29    0.3713797342E+01    0.4893222589E+01   -0.5000000000E+01
        30    0.3619093153E+01    0.4661066529E+01   -0.5000000000E+01
        31    0.3206356719E+01    0.5739448787E+01   -0.5000000000E+01
        32    0.3130291335E+01    0.5500790505E+01   -0.5000000000E+01
        33    0.3054225952E+01    0.5262132223E+01   -0.5000000000E+01
